nationality_name,overall
France,65
Norway,68
England,69
Spain,63
Sweden,64
Argentina,70
Colombia,66
Germany,62
Spain,64
England,66
Montenegro,64
Morocco,65
Belgium,67
Venezuela,66
Spain,71
England,71
Argentina,64
Argentina,69
Sweden,64
England,63
Slovenia,74
Spain,71
Republic of Ireland,65
Central African Republic,70
Spain,71
Brazil,64
Korea Republic,64
Germany,69
Paraguay,68
Guinea-Bissau,70
Spain,62
Denmark,70
Spain,67
Azerbaijan,69
France,65
Morocco,69
Wales,63
Germany,65
Paraguay,63
France,63
Angola,68
Cabo Verde,65
Italy,69
Brazil,65
Brazil,72
France,62
Romania,70
Denmark,66
France,72
Belgium,65
Japan,65
Netherlands,68
Italy,68
Uruguay,65
Netherlands,68
Scotland,67
Saudi Arabia,66
Australia,64
Greece,68
Togo,66
Netherlands,64
Peru,68
Cabo Verde,64
Brazil,66
Poland,60
Scotland,65
Norway,66
Slovenia,64
Canada,70
France,69
England,71
England,68
Paraguay,66
Albania,69
Argentina,65
Germany,67
Argentina,70
Germany,69
Sweden,67
Spain,63
Argentina,74
Panama,68
Uruguay,71
Ghana,63
Germany,67
Sweden,64
Argentina,69
Argentina,69
Slovenia,67
Greece,63
Gambia,62
Korea Republic,70
Netherlands,62
Czechia,74
Germany,76
Spain,67
Wales,70
Germany,66
England,62
Spain,68
United States,66
Germany,69
Argentina,70
Brazil,71
Wales,68
Poland,65
New Zealand,62
China PR,70
Spain,71
Korea Republic,62
Mali,62
England,61
Sweden,67
Brazil,71
Brazil,67
England,60
France,65
Wales,65
England,64
Korea Republic,63
Suriname,69
France,63
Brazil,60
Brazil,67
Denmark,69
Tunisia,68
Italy,69
Bolivia,62
Paraguay,62
France,73
England,72
Argentina,62
Brazil,66
France,67
Côte d'Ivoire,69
Brazil,70
Senegal,68
France,67
Denmark,70
Switzerland,67
China PR,61
Canada,69
Republic of Ireland,66
Argentina,68
Scotland,62
Germany,66
Germany,71
Ghana,61
Hungary,63
Ecuador,67
Ecuador,64
Netherlands,64
Ghana,63
Chile,67
Italy,67
Germany,61
England,62
Cameroon,66
Senegal,63
India,60
Cyprus,68
Portugal,69
Argentina,67
Germany,65
Paraguay,65
Poland,63
Georgia,70
Nigeria,70
Hungary,64
Ecuador,66
England,62
Netherlands,64
Brazil,72
Republic of Ireland,62
Korea Republic,70
Norway,63
Ghana,65
Denmark,66
China PR,60
Côte d'Ivoire,80
Denmark,69
Côte d'Ivoire,72
France,63
Switzerland,66
Serbia,69
Georgia,64
Morocco,66
Bolivia,63
Argentina,67
Australia,67
Chile,69
Iceland,65
England,65
Paraguay,65
Sweden,65
Argentina,68
France,65
Netherlands,65
Germany,63
England,61
Norway,68
Greece,70
Slovakia,69
Tunisia,65
Venezuela,66
England,60
France,65
Brazil,74
Sierra Leone,63
Türkiye,75
Norway,64
Canada,65
Netherlands,69
Japan,75
China PR,64
Uruguay,66
United States,63
Italy,65
Romania,66
Switzerland,76
Cameroon,63
Uruguay,60
England,73
China PR,61
China PR,55
Poland,68
England,63
Kosovo,71
Saudi Arabia,67
France,68
Portugal,70
Romania,70
Brazil,69
Costa Rica,66
Denmark,67
France,64
Argentina,62
United States,71
Portugal,68
France,65
Denmark,66
Ecuador,70
Saudi Arabia,66
France,76
Spain,68
Australia,66
Cyprus,62
England,65
Côte d'Ivoire,62
Argentina,71
Australia,64
Uruguay,69
Australia,65
Republic of Ireland,66
Spain,73
Türkiye,66
France,64
Portugal,67
Guinea,66
Scotland,64
France,66
Scotland,61
Cameroon,68
Greece,65
Scotland,64
Guinea-Bissau,64
England,66
England,65
Uruguay,66
Germany,61
Colombia,59
Chile,66
Argentina,67
Germany,62
Spain,68
England,62
Italy,73
Norway,71
Gambia,66
Scotland,64
Japan,76
Austria,66
Paraguay,67
Brazil,66
Guinea,64
Argentina,67
Slovenia,67
Croatia,67
Cameroon,78
Argentina,64
England,66
Slovakia,68
England,63
Romania,75
Italy,72
England,65
Argentina,67
Brazil,68
Portugal,65
North Macedonia,68
Argentina,67
Argentina,71
Australia,62
England,62
Sweden,63
Republic of Ireland,60
France,66
Republic of Ireland,61
Netherlands,70
Germany,67
United States,63
Belgium,69
Norway,67
France,75
Angola,63
Finland,66
Azerbaijan,66
Sweden,64
Uruguay,72
United States,73
England,72
Portugal,70
Ghana,64
Spain,67
Austria,63
Australia,65
Slovenia,66
Portugal,71
Ukraine,69
Italy,68
Italy,66
Italy,63
Netherlands,69
Switzerland,69
Kosovo,67
Uruguay,75
Argentina,63
Republic of Ireland,64
Scotland,64
England,70
Czechia,71
Côte d'Ivoire,62
Argentina,67
Grenada,61
Sweden,63
Scotland,64
Switzerland,63
Syria,66
England,64
India,57
England,65
England,60
Australia,64
Paraguay,70
Poland,62
Sierra Leone,61
Australia,63
Norway,66
Uruguay,69
Korea Republic,70
Austria,65
Spain,68
Poland,67
Italy,61
Suriname,69
Hungary,61
Sweden,63
Antigua and Barbuda,65
Nigeria,65
Nigeria,63
China PR,66
Argentina,67
France,68
Spain,69
Argentina,64
Portugal,63
Germany,66
Germany,68
England,64
Brazil,64
England,79
Brazil,72
Serbia,69
Comoros,66
Germany,66
Ukraine,67
England,59
Türkiye,68
Korea Republic,63
Germany,65
Wales,60
Colombia,74
Argentina,73
England,64
Romania,60
England,62
Sweden,67
Spain,63
England,58
Croatia,66
New Zealand,70
Denmark,71
Gambia,66
Portugal,69
Germany,69
France,66
Germany,67
Italy,70
Germany,64
India,58
Ghana,72
Italy,64
United States,66
Italy,65
Germany,64
Germany,61
Netherlands,70
Scotland,71
Brazil,70
Australia,64
Bosnia and Herzegovina,70
Romania,66
Greece,64
Australia,62
Brazil,68
England,60
Spain,66
France,63
Benin,63
Germany,71
Burkina Faso,70
Spain,78
France,69
Croatia,71
Italy,64
England,62
Côte d'Ivoire,64
Italy,62
Congo DR,63
Japan,69
Jamaica,65
Australia,64
United States,66
Qatar,68
Korea Republic,67
Republic of Ireland,61
Australia,64
Romania,68
England,67
Brazil,68
France,66
England,67
Indonesia,72
France,65
Spain,64
Argentina,69
Argentina,66
Croatia,65
Brazil,72
Morocco,68
Türkiye,68
Peru,66
United States,66
Belgium,68
England,65
Netherlands,67
Spain,68
Norway,63
Côte d'Ivoire,72
Saudi Arabia,63
United States,68
Spain,68
Germany,71
United States,61
England,67
England,65
Türkiye,73
Türkiye,69
Sweden,62
Austria,67
Argentina,70
Poland,64
England,63
Jamaica,77
Paraguay,69
Norway,63
Germany,68
Portugal,65
Bulgaria,69
Venezuela,68
Argentina,62
Scotland,68
Peru,69
Argentina,65
Argentina,63
Qatar,65
Spain,68
Republic of Ireland,63
New Zealand,69
Chile,69
Brazil,70
Republic of Ireland,63
Senegal,68
Zimbabwe,66
Iceland,66
Germany,66
Italy,69
Argentina,67
Colombia,69
Ecuador,67
Chile,68
Mali,67
Argentina,69
Croatia,67
England,62
Morocco,70
Paraguay,62
Korea Republic,63
Sweden,65
Portugal,67
Argentina,70
Bosnia and Herzegovina,67
Georgia,64
Spain,62
Albania,72
Northern Ireland,67
Romania,66
Australia,67
Argentina,66
Spain,68
Australia,60
Netherlands,68
Sweden,64
Wales,69
Germany,66
Uruguay,71
Panama,65
England,66
France,72
Argentina,61
Sweden,69
India,64
Slovenia,69
China PR,60
China PR,60
Uruguay,65
France,70
Netherlands,69
France,66
Argentina,64
Brazil,66
England,63
England,69
Argentina,67
Croatia,68
Austria,70
France,68
Greece,64
Poland,64
Montenegro,64
France,68
Namibia,67
France,69
Romania,66
France,69
Spain,60
Bosnia and Herzegovina,67
Germany,66
Germany,67
Germany,63
Spain,66
France,66
Paraguay,75
Denmark,62
Saudi Arabia,70
Poland,64
Colombia,70
Italy,66
France,64
Romania,66
Korea Republic,65
Portugal,66
Slovakia,66
England,67
Wales,64
Morocco,70
Hungary,66
Greece,69
Spain,69
England,71
United States,68
Argentina,66
Saudi Arabia,64
Germany,64
Tunisia,65
Spain,69
Argentina,68
Switzerland,67
Mexico,75
Burundi,64
Portugal,70
Japan,65
Argentina,65
Argentina,64
Venezuela,69
Argentina,68
Australia,67
Portugal,66
Germany,65
Côte d'Ivoire,64
Scotland,63
Germany,65
England,65
Germany,64
Uruguay,69
Argentina,64
Gambia,67
Germany,69
Saudi Arabia,65
Scotland,66
Portugal,70
Argentina,68
France,68
Denmark,64
Ghana,67
England,63
Uruguay,68
Denmark,64
Wales,66
Brazil,68
Germany,69
Denmark,66
Haiti,66
Côte d'Ivoire,69
England,61
Côte d'Ivoire,68
Mali,64
Guinea,76
Argentina,65
Norway,64
England,61
England,61
Ecuador,70
Austria,69
Spain,63
Uruguay,64
Norway,64
Brazil,68
Germany,63
Korea Republic,62
Spain,67
Republic of Ireland,64
Poland,66
Germany,69
Congo DR,69
Portugal,78
Italy,64
Albania,66
France,68
Korea Republic,61
England,61
England,66
France,62
Sweden,64
Iceland,64
England,63
Denmark,66
Spain,67
Chile,68
Brazil,78
Denmark,76
Denmark,64
Qatar,68
Colombia,67
Italy,64
Côte d'Ivoire,61
Argentina,75
Brazil,78
Paraguay,68
Saudi Arabia,62
Romania,63
Belgium,67
Canada,71
Argentina,63
Germany,69
Germany,65
France,66
Czechia,65
Denmark,65
Serbia,63
Wales,65
Germany,66
Germany,62
Norway,63
Romania,69
Korea Republic,65
Spain,65
Switzerland,68
Morocco,67
Bolivia,61
Luxembourg,66
Croatia,70
Germany,70
New Zealand,58
Norway,62
Belgium,72
England,61
Republic of Ireland,65
Poland,66
Norway,61
Romania,64
England,61
Germany,67
Argentina,67
Ecuador,61
Peru,66
Korea Republic,61
Austria,60
Croatia,66
Argentina,67
Spain,68
Germany,67
Japan,64
Australia,62
Norway,63
Germany,74
Cyprus,62
England,63
Ecuador,64
England,69
Azerbaijan,64
Scotland,63
United States,68
England,65
Kenya,60
Norway,65
Northern Ireland,66
Iceland,68
Republic of Ireland,65
Chile,65
Paraguay,69
Switzerland,66
England,68
Germany,65
England,60
Madagascar,65
Australia,60
Canada,64
Spain,64
Argentina,73
Republic of Ireland,60
Colombia,61
Poland,62
Netherlands,69
Iceland,66
Scotland,64
Guinea,66
Austria,67
Argentina,62
Argentina,65
France,64
Türkiye,70
Netherlands,63
Spain,66
Italy,70
Germany,70
Italy,67
Argentina,74
Ecuador,69
Equatorial Guinea,64
Nigeria,64
Argentina,69
Argentina,63
England,68
Albania,68
Uruguay,74
Germany,72
Germany,66
Germany,68
Bolivia,65
Brazil,72
Australia,61
Zimbabwe,63
Congo DR,66
England,63
Spain,64
Germany,63
Denmark,72
Belgium,66
Spain,68
Germany,66
Colombia,66
Australia,62
Sweden,61
Netherlands,62
Brazil,78
Netherlands,65
Argentina,67
France,68
Belgium,66
Iceland,67
India,59
Paraguay,67
Scotland,62
England,73
Montenegro,62
Scotland,68
Portugal,67
Morocco,67
Morocco,71
Bosnia and Herzegovina,73
Germany,66
Germany,66
Korea Republic,65
Brazil,75
Uruguay,65
Argentina,68
France,65
Ecuador,61
Austria,60
United States,68
France,67
Venezuela,68
England,60
Scotland,70
Ghana,65
England,65
Brazil,70
Argentina,63
England,62
France,68
Spain,65
Argentina,65
United States,63
Germany,62
Korea Republic,61
Italy,65
Dominican Republic,65
England,62
Portugal,64
Kosovo,65
Albania,68
Spain,64
Belgium,72
Spain,69
Netherlands,69
Paraguay,66
Italy,78
Spain,66
Brazil,70
Portugal,67
England,71
Brazil,76
China PR,66
Argentina,61
United States,67
Spain,66
Italy,67
Ghana,69
Bosnia and Herzegovina,63
Germany,68
Republic of Ireland,67
Congo DR,70
Argentina,67
France,71
Republic of Ireland,61
China PR,61
Brazil,67
Germany,69
Ghana,63
Republic of Ireland,66
Colombia,61
Ghana,71
Kosovo,65
Brazil,70
Argentina,68
Belgium,67
England,61
Norway,67
Republic of Ireland,68
Belgium,67
Germany,72
Côte d'Ivoire,63
Italy,64
Argentina,69
Germany,64
England,63
Poland,67
Denmark,63
Ghana,68
Denmark,71
Chile,66
England,62
Argentina,61
England,67
United States,66
Germany,60
France,78
Brazil,70
Brazil,66
Netherlands,68
Czechia,74
Belgium,66
Argentina,69
France,69
Iceland,65
Uruguay,67
Grenada,60
France,69
Argentina,62
Brazil,68
United States,74
Norway,66
Uruguay,66
Germany,64
Germany,62
France,63
Romania,59
Italy,67
Spain,66
England,65
Italy,71
England,62
Romania,61
New Zealand,62
Netherlands,69
France,75
Portugal,66
Spain,67
Nigeria,69
Nigeria,72
Brazil,73
Spain,70
Republic of Ireland,62
Germany,65
Australia,63
Spain,66
Senegal,72
Argentina,65
Congo DR,74
Argentina,71
England,63
Germany,65
Togo,65
Italy,65
Sweden,64
Syria,71
Scotland,69
Denmark,65
Austria,65
Brazil,68
Italy,65
France,65
Italy,67
Norway,64
Germany,65
Brazil,71
Austria,65
Korea Republic,63
Colombia,68
Netherlands,67
Portugal,64
Italy,68
Norway,67
Côte d'Ivoire,63
England,65
Paraguay,62
Republic of Ireland,63
Poland,64
Venezuela,67
Spain,74
China PR,61
Netherlands,66
Wales,60
Brazil,70
Sweden,65
Argentina,72
Denmark,60
Switzerland,68
China PR,60
Sweden,65
Türkiye,63
Poland,69
Japan,62
England,63
Spain,65
England,65
Colombia,66
Sweden,63
England,63
Chile,66
Montenegro,78
Greece,70
Denmark,66
Switzerland,64
Austria,65
Paraguay,69
England,64
England,59
Spain,68
England,66
Paraguay,66
Saudi Arabia,63
China PR,59
China PR,60
Paraguay,69
England,64
Senegal,72
Bolivia,65
Denmark,69
Tunisia,67
Italy,68
Ecuador,65
England,66
Austria,66
Poland,68
Italy,67
Morocco,65
Spain,63
France,68
Colombia,66
Saudi Arabia,60
Peru,67
Colombia,64
Paraguay,64
England,61
Georgia,72
Guinea,64
France,67
Norway,65
Australia,68
Nigeria,67
England,61
Spain,67
Germany,64
Norway,64
Argentina,74
Korea Republic,62
Spain,69
Ghana,66
Korea Republic,65
Colombia,67
Morocco,63
Ghana,70
Spain,66
Spain,61
Netherlands,63
Portugal,67
England,63
Republic of Ireland,60
Argentina,63
Ukraine,68
France,66
Spain,63
Republic of Ireland,62
United States,65
Poland,63
France,67
Austria,63
Romania,63
Switzerland,66
Venezuela,65
Netherlands,65
Norway,67
Brazil,69
Norway,67
Albania,67
Spain,71
Türkiye,60
Brazil,68
Croatia,65
Kenya,64
Netherlands,62
Poland,68
Haiti,72
England,60
Argentina,71
England,65
Brazil,71
Georgia,73
Morocco,65
Netherlands,69
Spain,65
Spain,69
Spain,64
Sweden,68
Korea Republic,63
Poland,63
Suriname,70
Italy,75
Northern Ireland,59
England,70
Norway,65
Mali,62
Wales,76
Slovenia,67
England,62
Senegal,64
Germany,72
Paraguay,68
Norway,67
Sierra Leone,62
Slovakia,68
Egypt,67
Switzerland,69
Switzerland,62
Angola,66
Colombia,69
Germany,61
Brazil,66
China PR,65
Argentina,70
Tunisia,64
Italy,65
Finland,65
Hungary,68
Brazil,71
Sweden,67
Saudi Arabia,63
Scotland,66
Paraguay,69
Denmark,61
Türkiye,68
Argentina,64
Croatia,68
South Africa,68
Brazil,62
France,62
Spain,66
Cameroon,73
Republic of Ireland,79
Sweden,66
France,68
Scotland,63
Albania,77
Netherlands,68
Romania,66
Japan,68
Jamaica,64
Austria,68
Brazil,76
Saint Kitts and Nevis,61
Belgium,66
Australia,64
Suriname,67
Ukraine,63
Canada,63
Greece,66
Brazil,67
Switzerland,68
England,62
Congo DR,66
Chile,71
Republic of Ireland,62
Slovenia,68
China PR,64
Brazil,68
Saudi Arabia,62
Switzerland,66
Norway,63
Senegal,64
Argentina,64
Wales,63
Côte d'Ivoire,69
Colombia,72
Germany,68
Germany,65
Ecuador,68
Albania,68
Serbia,72
England,68
Uruguay,65
Spain,67
Denmark,67
Qatar,68
Scotland,64
Brazil,69
England,60
Sweden,78
Poland,63
Gambia,67
Austria,63
Brazil,72
Albania,67
Belgium,66
Netherlands,65
Angola,69
Liberia,63
Italy,66
Italy,65
Spain,65
Azerbaijan,69
Sweden,64
Montserrat,61
Brazil,62
Guyana,63
Germany,64
Northern Ireland,65
Chile,68
Senegal,67
Norway,67
United States,68
France,64
United States,64
Senegal,68
Argentina,70
France,63
Romania,66
Senegal,66
Spain,73
Italy,71
Germany,68
Argentina,71
Germany,62
France,62
Saudi Arabia,65
Ecuador,59
Croatia,64
England,64
Portugal,70
Northern Ireland,64
Republic of Ireland,75
China PR,58
Kosovo,64
Australia,62
Gambia,65
Argentina,63
Germany,68
England,62
United States,64
Australia,66
Finland,62
Switzerland,62
Sweden,61
Korea Republic,61
Norway,68
Montenegro,68
Argentina,71
Colombia,68
Romania,66
Argentina,61
Venezuela,67
Türkiye,67
United States,66
Paraguay,69
France,64
Moldova,66
Poland,63
Germany,68
Denmark,74
Bolivia,62
Senegal,64
Bolivia,65
Venezuela,71
Norway,66
Saudi Arabia,65
Brazil,69
Korea Republic,66
Switzerland,65
Spain,75
Portugal,68
Congo,69
Croatia,71
France,69
Italy,68
France,67
Spain,68
Guinea,65
Australia,63
Croatia,64
Norway,62
Senegal,69
United States,77
Mauritania,64
New Zealand,61
Portugal,68
China PR,57
Burkina Faso,64
Cyprus,60
Portugal,75
Argentina,66
England,65
Japan,66
England,60
England,64
England,63
Congo DR,64
Netherlands,60
Italy,65
Germany,66
Spain,68
Finland,66
Spain,68
Slovakia,67
Austria,62
France,75
New Zealand,62
France,66
England,68
Georgia,63
Germany,66
Italy,67
Jamaica,63
Austria,75
Republic of Ireland,60
Guinea-Bissau,64
England,64
Japan,70
Brazil,71
Denmark,62
Portugal,68
Saudi Arabia,60
Spain,65
Wales,63
Germany,66
Denmark,65
Spain,66
Argentina,71
Belgium,66
Türkiye,63
Uruguay,65
Netherlands,65
Spain,68
Argentina,71
Brazil,67
Ukraine,73
Brazil,65
Germany,63
France,64
Suriname,67
Argentina,64
Denmark,67
Denmark,66
Morocco,66
Jamaica,65
Republic of Ireland,62
Guinea,62
Australia,65
Germany,65
Ecuador,72
Italy,69
Korea Republic,68
Republic of Ireland,61
Argentina,71
Croatia,62
Wales,61
Norway,70
France,67
Cyprus,69
Ghana,64
France,65
Romania,62
Venezuela,66
Italy,66
Romania,65
Republic of Ireland,63
Bosnia and Herzegovina,67
Spain,68
Norway,64
England,71
Germany,65
Côte d'Ivoire,68
Japan,63
England,64
Japan,66
Luxembourg,66
England,60
Iceland,66
Romania,61
Slovenia,65
Spain,70
France,70
Cameroon,66
Paraguay,69
Wales,60
Germany,67
France,69
England,65
Sweden,71
Wales,63
Romania,69
Germany,64
Spain,61
Czechia,70
Denmark,66
Portugal,66
Denmark,67
England,61
Netherlands,63
Brazil,70
Brazil,70
Japan,68
Argentina,72
Norway,65
Mali,62
Iraq,66
China PR,65
Uruguay,68
Ukraine,65
France,66
Colombia,68
Republic of Ireland,67
Wales,61
Uzbekistan,63
Uruguay,67
Poland,64
Korea Republic,62
Brazil,66
France,65
Argentina,62
Bolivia,65
Austria,70
France,65
Poland,64
Scotland,63
England,62
China PR,62
Albania,68
Germany,69
Croatia,62
Australia,69
Denmark,65
Armenia,67
Sierra Leone,63
Chile,61
Germany,63
Venezuela,65
Korea Republic,68
England,62
Germany,60
Denmark,68
Spain,69
Germany,67
Sweden,71
Australia,61
Morocco,65
Malawi,63
England,61
Portugal,67
Brazil,67
Sweden,64
Spain,63
China PR,67
Suriname,67
Colombia,77
Austria,72
Germany,73
Republic of Ireland,62
Portugal,67
